movieID,avg rating,duration,Year
235967,0.50,39,1934
234267,0.50,187,1941
234265,0.50,185,1942
233751,0.50,134,1924
230223,0.50,161,1991
230197,5.00,96,2020
228621,4.00,70,2010
227322,4.00,92,2013
226696,5.00,157,1973
222390,2.50,84,1957
222386,3.50,42,1929
221184,0.50,56,1966
217645,2.00,31,1946
217531,5.00,142,1789
203216,0.50,127,2007
200314,5.00,76,2018
198247,3.00,51,2001
197161,0.50,200,2010
197135,0.50,110,1983
196959,5.00,73,2016
195667,4.00,178,2009
194869,4.00,36,2013
193097,2.50,172,1977
192337,0.50,124,1989
183731,3.00,39,2012
180585,5.00,145,2000
178845,5.00,158,
161618,0.50,175,1977
155513,5.00,68,2006
146876,0.50,136,2013
133669,4.00,123,2001
131363,4.00,106,1975
288675,2.50,53,2023
287947,3.50,80,2006
287347,4.50,73,1982
287327,2.50,197,1979
274951,2.50,147,1961
274095,2.50,43,1999
270920,2.50,165,1962
269284,4.00,202,1974
265072,3.00,209,1990
259011,3.00,138,2006
256751,2.50,196,2003
247942,3.00,91,2012
240922,4.50,155,1992
239962,2.50,50,1943
239696,3.00,40,1985
239674,3.00,151,1962
235377,2.50,52,2002
234903,3.50,80,2009
231603,3.00,114,1977
231139,3.00,124,1990
224751,3.00,76,1970
216396,3.50,47,
191585,2.50,188,1981
183587,3.50,179,1972
182843,1.00,201,1974
168830,3.00,168,1970
167830,2.00,75,1874
163887,3.00,68,1950
163861,2.50,106,1942
163292,2.50,209,1938
162056,3.00,105,1963
161896,3.00,36,1940
161264,3.00,134,1968
158352,2.50,73,1960
156276,2.50,180,1940
154315,3.50,188,1969
147998,3.00,111,1956
144804,3.50,136,1952
137276,3.00,105,1970
137232,2.50,30,1952
133927,2.50,45,1934
130408,3.00,123,1980
128530,2.50,40,1980
124999,3.00,182,1957
124793,2.50,209,1960
124452,3.00,77,1956
123824,3.00,120,1935
123816,2.50,67,1950
122697,2.50,37,1934
122197,3.00,33,1938
121735,3.50,151,1952
116562,2.50,106,1968
115797,3.00,142,1942
113953,2.50,191,1933
87564,3.00,108,1940
54614,3.00,171,2007
244692,4.00,187,2019
249232,0.50,37,2020
243886,3.00,195,2015
145250,2.50,202,1979
288527,3.50,133,1992
242474,1.50,144,1964
201020,2.00,174,1997
201018,1.00,135,1970
134507,2.00,139,1968
134501,1.00,59,2004
127871,3.00,49,1984
225063,2.50,142,2020
195539,4.00,188,2017
124941,1.00,123,1996
205695,4.00,31,2003
144720,3.00,73,2005
188789,3.50,175,2007
186243,3.00,168,1978
185875,3.00,67,2013
179781,4.00,134,2008
163228,3.50,55,1922
224196,4.00,88,2013
187795,3.50,209,2000
187789,4.50,59,2005
187787,4.00,162,2013
187783,4.50,32,2009
184817,1.50,50,1987
72901,4.00,182,1965
274613,3.50,31,2022
251784,4.00,123,2010
270440,4.50,76,1976
174725,4.50,31,2015
239444,1.00,162,1992
239440,1.00,78,1992
239438,2.50,162,1991
237592,0.50,34,1992
146868,1.50,139,1970
146272,3.50,207,2012
134639,4.00,128,2013
134633,5.00,43,2012
134623,3.00,121,2002
134617,3.50,186,1922
276023,3.00,207,2011
266118,4.50,99,2005
250806,3.50,128,2019
253832,3.00,199,2004
163276,1.50,55,2011
144042,1.50,92,2007
66008,4.50,108,1964
286847,3.50,31,2019
236307,3.50,166,2020
252484,1.00,43,2014
252474,1.00,134,2014
245662,0.50,33,2016
235041,2.00,99,2016
232587,3.00,89,2018
231811,3.50,192,2011
229455,3.00,83,2007
227068,2.50,85,2006
200186,4.00,38,1998
200164,3.00,176,2007
200158,3.00,91,1996
202763,5.00,66,2006
122930,2.00,91,1991
270846,4.00,131,2021
142410,3.00,97,1977
224230,4.00,183,2017
205571,3.50,132,1994
204262,3.00,187,2012
198225,3.00,114,2007
195883,2.50,120,2005
192505,2.50,168,2018
189789,2.00,62,1992
182879,2.50,124,2015
182855,3.00,105,1997
172453,2.50,58,1999
167092,3.50,121,1954
273597,3.50,58,2021
229665,1.00,162,2020
256833,4.00,89,1951
124041,4.00,93,2010
176027,3.00,147,2013
143693,3.50,144,1976
219703,2.50,139,2004
168814,4.00,182,2016
249594,4.00,209,2018
227096,3.50,198,2009
225415,2.50,171,2013
204790,3.75,190,2017
285363,1.50,110,2010
285153,3.50,140,2014
285127,2.00,98,1997
253076,0.50,87,2013
246034,1.50,65,1981
222589,0.50,114,2009
215161,3.00,148,1957
215179,3.50,135,2013
215175,2.50,72,2001
285037,1.50,163,1981
285035,2.00,207,2014
285033,3.00,149,2009
285031,3.50,181,2012
285029,3.50,78,2012
285027,2.00,164,2013
285025,1.00,44,2016
285021,3.00,111,2012
285019,3.50,46,2012
285017,0.50,194,2010
285015,1.00,74,2015
285011,2.00,92,2010
285009,1.50,166,
285007,1.50,156,2020
284689,1.00,99,2022
284525,3.50,178,2019
284521,1.00,76,2019
284509,3.50,120,2020
284507,3.00,142,2020
284505,3.50,144,2016
284503,2.50,197,2014
284499,3.00,38,2014
284497,3.00,73,2014
266668,1.00,128,2021
260283,0.50,152,2021
259115,0.50,190,2016
252304,1.00,131,2015
228389,0.50,62,2018
221318,1.00,76,2020
221112,1.00,49,2011
215735,1.00,164,2016
193467,2.00,184,2006
184543,2.00,140,2016
171935,2.00,87,2016
162486,1.50,178,2015
152509,1.00,176,2007
145134,1.00,165,2003
275565,3.00,121,2022
242818,2.00,76,2019
241858,3.50,146,1986
223426,3.50,85,2018
218627,4.50,180,2009
246330,2.00,161,1991
125409,2.50,32,1996
124721,3.00,174,2010
191509,2.00,83,1958
163871,2.00,158,1945
163260,3.00,164,1944
163256,3.50,188,1943
145012,2.00,159,1984
122411,2.50,87,1961
217503,3.50,202,2020
264488,2.00,137,1970
158133,4.00,115,2006
158015,4.00,69,2007
158011,4.00,129,2002
157985,3.50,144,2009
157981,3.00,110,2008
157973,3.00,112,2007
157965,4.50,65,2014
157885,4.00,35,2003
157879,4.00,154,2006
143994,4.00,178,1965
141193,2.00,65,1972
164620,5.00,152,1983
197107,2.50,128,2012
194524,4.00,65,2007
193735,5.00,63,2017
193557,5.00,160,2017
193513,3.00,89,2016
183427,4.50,103,1996
285129,3.50,102,2022
204960,2.50,71,1988
198917,4.00,61,2018
286169,3.50,169,2001
286167,3.50,151,2003
286165,4.00,38,1997
283149,3.50,188,2022
249384,4.50,66,2018
225854,3.00,73,2005
220316,4.50,89,2010
183337,3.00,183,2016
164526,4.00,160,2013
164524,4.25,181,2005
275667,5.00,158,2021
198859,3.50,178,2017
190857,2.00,36,1970
266228,1.50,151,2021
244594,0.50,167,2006
231621,3.00,151,2004
265496,0.50,32,2020
199598,5.00,52,2015
185085,5.00,111,1980
148578,2.50,204,1966
151837,4.00,68,1936
198779,1.00,143,2014
141773,1.00,145,2006
216289,2.50,66,2019
215907,2.50,107,2019
215899,3.00,139,2019
215883,2.50,115,1964
215879,1.50,109,2019
215873,3.00,174,2019
215871,4.00,134,2018
195339,4.33,98,2018
159295,3.00,107,1990
185173,2.50,111,1975
200628,4.50,58,2012
183545,4.50,32,1980
167192,2.50,38,2002
239896,3.00,140,1992
221562,2.50,66,2019
249056,3.50,145,2017
248226,3.50,207,2011
215063,3.00,100,
167482,2.00,205,1957
145275,1.50,91,1946
220152,2.50,45,1986
220054,1.00,208,1981
219689,2.00,117,2007
219683,3.00,170,1976
158685,1.00,88,2003
158392,2.25,159,2012
201278,4.00,57,2016
155611,4.00,147,2014
180259,2.25,159,1999
275081,1.00,39,2022
228457,5.00,90,2012
125383,1.50,172,1999
286637,2.50,170,1979
241938,5.00,67,2008
241936,5.00,191,2005
241934,3.00,71,2005
241930,1.00,207,2010
241926,5.00,186,2004
241918,1.00,103,2006
241916,4.00,139,2002
241914,4.00,110,1993
241912,5.00,144,2000
241718,5.00,83,2011
241702,2.00,108,2007
241700,2.00,107,1985
227298,2.00,174,1991
204024,2.50,58,1990
199972,4.00,154,2006
128079,2.00,39,1970
121567,2.50,187,1967
282925,3.00,82,1996
201670,3.50,39,1967
188003,4.00,189,1965
155667,3.50,54,2004
116303,3.00,67,2014
226934,3.50,91,1970
161750,3.00,109,1981
142478,3.50,66,2009
288567,3.00,196,1997
286787,2.50,92,1987
286603,4.50,161,2022
286495,4.50,74,2023
286493,3.50,70,2022
286491,4.00,117,2022
285983,3.50,103,2017
285979,3.00,114,1998
285959,4.00,184,2001
285953,4.00,59,1934
285825,2.50,43,1988
285823,3.50,173,1961
285359,3.00,175,2014
284933,4.00,125,1983
284105,2.00,107,2014
283659,4.50,141,2015
283199,3.00,44,1996
283185,4.00,84,2020
283129,4.00,149,1996
282699,1.50,193,2014
282653,3.00,35,1938
282049,4.50,125,2018
175539,3.00,181,1994
278416,2.50,187,2010
276583,2.50,153,2010
276377,4.00,155,1976
274727,1.50,179,1984
273565,2.50,93,2021
272879,3.00,105,1972
272219,2.50,209,1989
270742,2.50,106,1977
270624,2.00,79,1944
270550,3.00,161,1960
270548,3.00,44,1991
270546,4.00,147,2014
270518,3.00,63,2015
270160,3.00,151,2012
267460,4.50,141,2003
267436,3.00,136,1996
267426,3.00,59,1938
266850,3.00,107,2010
266382,3.00,136,2010
265458,1.00,168,1967
265430,3.00,111,2007
265426,4.00,106,2008
265376,3.50,37,2015
265190,2.50,174,2014
265112,3.50,169,2014
265108,2.50,73,1996
265078,2.50,141,1991
265076,3.50,51,1996
265008,4.00,95,2014
265006,4.00,70,1965
264988,4.00,99,1996
264956,2.00,142,1995
264878,4.00,160,1955
264496,2.50,85,1966
264422,3.50,110,1969
264418,3.00,150,2012
264414,4.00,178,1978
264392,3.50,182,1995
264380,4.00,162,1979
264137,3.50,112,1934
263433,3.00,55,1973
263431,2.50,41,1967
261421,4.00,50,1928
260991,2.00,87,2014
259279,3.00,190,2005
258615,4.00,176,2007
257577,3.00,206,1932
256375,2.50,103,1966
252456,4.00,206,1970
252264,4.50,190,2001
251914,2.00,188,2003
251032,3.50,145,2013
247824,3.50,174,1964
247324,4.00,151,2019
246986,0.50,187,1935
246042,4.00,89,2006
244574,4.50,182,2014
236875,2.00,140,1966
236009,2.00,102,2003
236007,2.50,210,2001
236003,3.50,185,1997
235999,3.50,177,1996
235049,2.50,199,1910
234540,4.00,134,1982
231271,4.00,48,1994
231269,1.50,92,1993
231125,3.50,171,2013
229647,2.50,125,1950
226726,3.50,74,2014
226682,1.00,139,2016
225685,3.50,196,2007
222963,3.00,196,1991
222334,3.00,100,1982
221248,4.00,98,1981
220804,2.50,209,1990
220176,3.00,125,2011
219962,2.50,85,2006
219503,3.50,58,1988
116555,2.00,144,1957
219432,2.50,80,1987
219091,2.00,105,1984
219083,3.50,46,1987
219071,1.50,71,1986
218509,5.00,199,1997
218349,2.00,132,2005
217354,4.00,124,1948
215917,3.50,65,1997
215811,4.00,191,1738
215607,1.50,175,2010
215515,4.50,120,2007
215261,3.50,114,2004
215201,3.50,144,2018
215199,3.50,53,2008
215195,1.50,155,2009
213471,2.50,102,2007
201612,5.00,162,2013
201524,4.00,61,2000
201036,4.00,144,2018
200994,3.50,72,1989
199776,3.00,76,1994
199768,2.50,135,2000
197237,3.00,130,2013
197235,3.50,68,2014
195945,3.50,67,2012
193179,4.00,57,2001
192907,4.00,30,1965
192329,4.00,102,1968
191205,3.50,88,2016
191197,3.00,72,2016
191083,3.50,168,2004
190803,4.00,61,2005
190627,2.00,84,2014
190533,3.00,78,1974
184527,3.50,129,2003
175137,3.00,140,1992
174019,3.00,173,2013
173899,3.00,138,1984
172061,4.00,108,1965
171535,2.00,34,1958
170159,3.00,176,2000
163907,4.00,169,1960
163583,3.00,150,2016
159913,3.00,110,1997
143442,3.50,103,2008
143424,4.00,139,2015
142494,2.00,172,1975
141686,2.50,94,1954
141680,2.00,178,1955
141678,3.00,150,1955
140986,4.00,86,1935
140307,4.50,52,1958
136832,3.50,167,1956
135571,2.50,63,1982
133573,2.50,65,1923
129411,3.50,169,1987
129187,2.00,32,1948
122944,2.50,163,1932
121600,1.50,115,1934
118294,2.50,113,2006
118242,4.00,100,1972
116921,3.50,92,1987
116917,0.50,97,1988
114995,4.00,163,2009
114698,3.25,60,1968
114595,3.50,45,1926
113721,3.50,112,1978
98931,3.25,167,2005
98929,3.50,169,2001
98619,4.00,205,1994
98617,2.50,56,1984
97872,4.50,182,2002
97146,3.50,135,2005
95486,1.50,144,1984
94767,4.00,207,1978
93931,2.50,102,1974
92639,3.00,66,1973
86077,4.50,94,2000
26815,2.50,193,1994
154719,3.00,49,1944
186913,3.00,145,2012
148936,3.50,85,2008
183899,3.00,209,2013
261535,3.00,162,2021
123445,5.00,135,1990
121849,4.00,136,1987
282919,1.50,56,2022
254412,2.00,51,2017
242806,1.50,65,2018
196091,2.00,75,2007
122976,3.00,42,2010
193872,4.50,81,2018
276807,1.00,124,2021
267412,2.50,72,2011
238210,2.50,143,1998
224915,3.00,157,2018
88331,3.50,183,2007
282605,3.00,71,1966
270856,3.00,74,1977
269796,3.00,55,2021
265456,4.00,43,1983
243236,0.50,143,2011
236133,3.50,137,1960
230447,4.50,120,1961
229801,1.50,94,1989
222845,4.00,172,1973
221574,2.50,176,2017
218059,3.50,168,2016
213357,4.00,53,1977
204674,3.00,30,1986
201949,2.50,83,1987
192445,3.00,177,1969
192443,2.50,36,1972
192441,3.00,71,1968
192437,3.50,66,1969
261319,3.50,199,2019
230985,3.00,31,2015
260839,3.50,112,1944
287979,1.00,183,2023
286435,2.00,157,2023
217389,2.50,71,2018
220286,3.00,58,1978
282523,4.00,177,2019
261509,2.50,171,2007
235031,3.00,34,2020
215601,3.00,111,2019
215505,4.00,157,2016
196109,4.00,82,2017
190773,4.00,146,2004
190771,4.00,96,2003
183483,3.00,206,2017
140050,1.50,104,1990
282153,4.00,182,1984
171699,1.50,57,1980
268994,3.00,56,2018
263167,3.00,198,2019
245500,3.25,61,2020
245498,3.50,112,2020
245496,2.00,43,2020
171653,2.50,162,2007
204742,4.00,118,2008
228543,4.50,138,2016
284741,5.00,80,2023
223262,4.50,172,1959
239844,2.00,31,2019
234095,3.00,208,2008
225037,2.50,183,2020
194314,4.50,142,2010
232271,2.00,116,2013
230641,2.00,190,2020
137970,2.00,114,2007
286883,4.00,81,2023
229643,4.00,53,1945
204494,2.00,50,1981
186399,1.00,89,1970
148335,3.00,114,1952
151382,4.00,38,2009
155822,4.00,205,2012
200554,2.50,127,1989
166838,2.00,84,1938
163627,1.50,162,1987
145252,2.50,102,1976
271208,3.50,204,2022
244038,4.50,195,2020
241508,2.50,90,2020
219272,3.50,106,2017
218273,2.50,46,2018
94933,3.50,173,2011
273319,3.50,55,2022
270520,3.00,116,1952
269942,2.50,99,1943
269882,3.00,51,1998
269744,3.25,48,1989
251124,2.00,203,2021
246776,3.50,177,2017
246040,2.00,133,2000
241790,2.50,109,2021
239974,3.00,181,1949
234261,2.50,67,1996
232497,2.00,78,2020
229783,2.50,156,1995
229351,3.00,200,2020
228539,3.00,81,2007
225892,2.00,33,2019
224513,2.50,31,2013
223610,2.50,96,2012
223476,1.50,93,2018
223210,2.50,31,2018
222873,3.00,57,2001
220126,2.50,110,2020
219115,2.50,75,2020
200666,2.00,113,2000
199293,2.00,94,1994
196873,3.50,55,1988
196059,3.50,208,2009
174023,3.00,150,1988
167736,2.00,125,2005
163084,3.00,154,1952
161878,2.50,206,1987
158437,3.00,54,1958
149660,2.50,150,1975
138236,3.00,83,1959
131328,3.00,94,1960
131194,3.00,35,1965
121819,3.00,194,1953
121442,4.00,118,1948
121440,3.00,205,1969
118690,2.50,102,1952
116983,3.00,203,1955
103617,3.00,112,1999
286735,2.75,45,2023
244308,3.00,134,2012
224180,0.50,138,2006
254140,2.50,187,2021
248938,2.00,155,2011
229521,2.00,156,2004
143277,4.00,34,2011
229445,3.50,61,2019
159568,0.50,62,1999
152463,0.50,201,1999
248032,0.50,192,2021
141325,4.00,191,1949
286299,3.00,145,2022
286297,2.00,89,1935
286295,2.00,113,2022
286293,2.50,87,1938
286291,2.50,187,1932
286289,3.50,201,1948
286287,2.50,58,1983
286285,2.00,185,2022
286283,0.50,164,2022
286281,2.50,156,2022
286279,0.50,33,2022
286277,2.00,192,2022
278102,2.50,123,2022
276211,2.00,69,2022
274873,1.00,109,2022
274429,2.50,108,2021
194833,3.00,50,2008
151341,3.00,101,2011
248530,1.00,201,2002
197479,3.00,130,
166870,4.00,52,2012
204054,2.50,80,2014
157781,3.50,124,2002
288955,2.00,180,2016
288683,1.50,63,2022
287517,1.50,66,2023
283775,3.50,46,2022
276497,1.00,75,2017
237236,2.00,72,2007
222312,2.00,151,2016
181037,3.00,55,2016
139638,2.00,117,2014
244118,3.50,197,2021
288449,3.50,198,2023
284959,4.00,76,2016
259861,4.50,104,2017
247596,4.50,87,2020
230355,4.50,187,2020
229153,4.00,133,2020
225261,1.00,136,2016
219699,1.50,160,2017
216887,2.00,89,2011
203405,3.00,80,2017
193795,5.00,117,2006
224801,5.00,31,2020
156449,1.00,66,1956
179969,4.00,88,2013
101634,0.50,41,2005
234354,3.50,202,1972
230981,4.00,129,1980
222915,4.00,94,1966
287975,5.00,81,2020
285755,2.50,112,2017
247778,5.00,41,1978
190201,1.50,139,2017
182733,4.50,187,2017
157759,3.50,204,1994
153476,3.50,71,2003
270814,5.00,122,2020
265268,3.50,204,2021
221951,0.50,159,2016
221558,3.25,199,2016
162506,3.00,130,2002
226832,5.00,133,2014
188677,3.00,192,2008
246292,5.00,179,1978
207499,5.00,157,1992
194752,5.00,138,2000
288445,4.00,165,2023
280042,5.00,71,1958
170833,3.50,107,1998
152278,4.00,141,2015
224577,0.50,186,2019
238178,2.00,208,2007
238170,3.00,149,2018
238136,2.00,159,2020
238134,2.00,200,2013
199640,3.50,174,2005
199578,3.00,204,2014
186737,4.00,143,1998
242874,3.00,151,1989
251356,2.00,192,2019
249828,3.25,82,1991
124228,4.00,164,1947
282965,4.50,63,1968
193005,4.00,165,2010
191985,2.50,181,2004
191973,5.00,167,2012
191963,3.00,83,1984
191955,3.50,37,2007
191939,3.00,131,
189621,3.00,54,2013
189619,3.00,102,
189615,4.50,152,2011
189609,4.00,142,2007
189607,3.00,61,1992
288847,3.50,126,2023
288437,3.50,123,2021
221642,4.50,203,2016
215237,5.00,90,2010
215233,3.50,56,2017
207259,4.00,116,2010
204410,4.50,146,2003
203890,4.50,194,2010
200090,4.50,92,2016
198669,1.75,158,2015
192073,3.25,171,2009
190583,4.00,200,2010
190581,3.75,135,2011
187923,3.75,148,2005
187919,3.00,69,2002
187885,3.50,49,2011
182867,4.00,156,2005
116251,2.50,90,2011
250934,5.00,101,2005
250932,5.00,190,2003
250930,5.00,183,2019
250920,2.00,137,2015
287845,5.00,148,2022
286727,3.50,77,2022
283845,2.50,209,2022
282877,3.00,114,2022
281989,2.75,104,2022
275459,4.00,181,2021
272589,3.00,52,2022
253306,3.00,35,2001
231129,4.00,42,2016
229827,3.50,91,2017
226054,3.50,58,2019
120641,3.00,64,1951
223518,3.00,206,2017
196023,4.00,55,2018
144736,2.25,105,2015
236037,3.50,103,1987
282691,2.00,201,2003
282687,1.00,121,2005
282685,2.00,83,2006
282683,1.00,58,2006
282659,2.00,39,2008
282655,1.00,188,2005
282613,1.00,33,2009
282599,3.00,164,2009
282597,3.00,151,2006
282567,3.00,149,2010
282515,3.00,180,1999
224773,2.50,54,2020
224753,1.00,114,2019
112093,2.50,196,2011
252312,4.50,95,2020
266390,0.50,178,1989
231319,4.00,152,2018
157889,4.00,185,2007
248068,4.50,208,2020
247590,1.50,204,1998
230925,4.50,157,2017
220156,4.00,142,2018
188563,3.50,105,2010
171507,1.50,196,1827
154356,4.00,159,2001
148450,3.50,155,2007
247482,0.50,100,2012
263219,3.50,30,2021
217967,4.25,133,2004
217965,5.00,53,2012
190005,1.50,180,2018
161696,4.00,94,1980
286105,2.50,73,2023
282115,2.00,90,2017
273757,3.00,209,2022
248890,4.00,183,1986
246342,3.00,108,2012
164522,3.50,143,2004
275965,4.00,72,2021
221848,3.50,172,2020
156803,3.50,89,1979
204418,4.50,97,1994
273243,2.00,92,2017
252858,3.00,54,1985
287867,4.00,91,1972
269386,2.50,92,2010
242000,2.00,63,2009
241716,2.50,47,2007
214928,4.00,184,1994
216376,3.50,183,2014
218523,5.00,31,2017
133507,3.00,118,2012
120608,2.50,104,1965
286971,5.00,204,1990
285869,2.50,54,2016
276495,4.00,63,1995
270066,3.00,80,1963
269776,5.00,182,1968
264311,4.00,68,1960
261963,4.50,206,1928
249158,3.50,180,1969
249060,4.00,185,1965
248932,3.50,162,1966
248834,3.00,176,1986
248760,3.00,120,1970
247498,4.00,84,1989
246820,3.75,118,1995
241972,3.00,65,1962
234426,3.00,47,2011
189345,3.50,188,1957
216412,4.00,84,2018
215909,4.00,193,2019
287523,5.00,111,2020
287521,4.00,100,2022
246944,4.50,115,2021
228291,4.50,95,2007
286607,3.50,209,2023
283123,3.00,201,2022
268984,3.00,76,2020
269752,4.00,146,2021
269750,4.00,64,2007
269748,3.50,193,2020
252658,3.50,141,2011
245142,4.00,137,2020
141052,3.50,181,2014
207223,1.50,168,1967
202926,2.00,77,1985
189665,3.00,180,1985
179771,2.00,170,1974
179651,2.00,71,1972
163873,2.00,138,1987
161572,3.50,105,1976
190779,1.00,172,2012
251386,5.00,208,2020
248116,0.50,183,2018
232425,3.00,91,2019
154286,3.00,45,1926
133021,1.50,166,1962
128601,2.50,197,2006
288627,4.00,44,2022
226480,3.50,142,2004
226478,3.50,178,2003
226474,2.50,172,2012
226472,1.50,185,2014
160362,1.50,53,2007
169644,0.50,49,2004
169642,0.50,37,1994
286967,3.50,76,2019
221556,2.75,146,2019
219258,3.00,163,2003
214300,3.50,188,2016
195653,4.00,45,1983
193978,3.50,82,2018
187765,4.50,73,2014
167808,3.75,195,2005
183185,4.00,96,2007
268894,3.50,129,1999
258155,4.00,71,2009
151931,3.75,67,2014
288637,3.00,142,2022
286743,3.50,106,2022
286615,2.00,129,2023
285605,3.50,72,2022
284125,1.50,58,2022
283291,2.50,139,2007
271250,3.00,185,2017
269274,1.50,87,2002
264954,3.00,157,2020
252518,2.50,74,2020
248358,3.00,146,2014
241524,3.00,149,2019
241344,3.00,152,2015
239848,3.50,89,2012
215849,3.50,42,2018
132396,3.00,61,1968
259401,2.50,133,2018
247138,5.00,193,2016
170060,4.50,172,1962
170054,3.50,91,1934
270540,5.00,160,2004
186741,3.75,43,2013
185195,3.75,61,2003
260725,4.00,202,2017
218203,4.00,140,2013
122970,3.50,148,1952
180529,5.00,58,1945
162580,0.50,81,2015
273575,2.50,184,1993
165967,2.50,67,2015
286253,3.00,198,2023
203707,0.50,37,1989
203589,0.50,175,1971
203543,2.00,190,2005
203541,3.00,171,2006
203529,0.50,195,1956
161004,0.50,164,1992
160784,0.50,146,1959
160523,0.50,55,1971
160498,0.50,112,1973
160108,0.50,174,1974
160062,0.50,117,1969
160040,0.50,178,1967
159869,0.50,153,1986
260981,4.25,177,2018
223584,1.50,160,2018
264836,3.50,90,2006
133765,4.00,41,2013
241628,4.00,140,2020
179843,2.00,178,2004
179841,3.50,120,2006
179835,3.00,183,2005
179831,1.00,142,2003
179833,4.00,209,2007
285251,3.00,84,2020
283455,3.50,149,2017
283365,2.50,147,
282285,2.50,74,2019
282283,3.50,152,2013
282281,3.00,194,2021
282279,2.00,120,2021
282275,2.00,209,2021
282273,3.00,124,2015
282137,3.00,204,2021
282121,3.00,120,2019
282011,3.00,57,2021
277952,2.50,204,2019
277944,1.50,155,2021
277934,3.00,145,2016
174299,3.00,123,1908
277176,3.50,112,2018
277168,2.50,58,2018
276665,4.00,112,2016
275979,2.50,116,2020
275975,2.00,46,2016
274219,2.50,111,2014
274217,3.00,55,2019
274215,2.50,51,2019
273521,2.50,35,
273459,3.00,111,2017
273457,3.00,181,2017
273455,3.00,140,2020
273451,3.00,96,2021
273427,2.50,169,2019
273425,2.50,188,2018
273415,3.50,54,2016
273261,3.50,140,2019
273259,3.00,84,2018
273257,3.00,151,2018
273095,3.50,84,2019
273093,3.50,101,2018
273091,2.50,83,2018
270166,3.50,110,2019
269816,3.00,30,2015
269814,3.50,172,2018
265370,2.50,207,2020
262843,2.50,58,
262765,2.50,84,2014
259741,2.50,118,2017
259429,2.50,169,2013
258957,2.50,189,2016
258955,3.00,104,2012
258953,3.00,50,2018
